Restaurant Id,Restaurant Name,Country,City,User Rating Votes,User Aggregate Rating,Cuisines
18943921,Burger Point,India,Nashik,144,4.3,"Burger, Fast Food"
1600500,The Sidewalk,India,Nashik,214,4.9,"Continental, Indian, Chinese"
18608708,Burger King,India,Nashik,418,4.3,"Burger, Fast Food"
1600258,Barbeque Nation,India,Nashik,772,4.8,"North Indian, European, Mediterranean, Asian"
18632170,Panorama,India,Nashik,179,4.6,"North Indian, Chinese"
1600169,Veg Aroma,India,Nashik,289,4.1,North Indian
1600301,Cellar Door @ York,India,Nashik,102,4.4,"North Indian, Maharashtrian, Chinese"
18658877,Rock n' Roll,India,Nashik,349,3.9,"Rolls, Fast Food, Chinese"
1600227,Divtya Budhlya Wada Restaurant,India,Nashik,312,4.4,Maharashtrian
18573795,The FRIENDS Bistro,India,Nashik,223,4.5,Cafe
1600119,Domino's Pizza,India,Nashik,274,3.7,"Pizza, Fast Food"
1600109,Eastern Spice,India,Nashik,216,4.0,North Indian
18962186,Hotel Mughal Darbar,India,Nashik,130,4.2,"Mughlai, North Indian, Chinese"
1600029,Barbeque Ville,India,Nashik,328,4.2,North Indian
18698487,Angaara ,India,Ooty,144,3.6,"Arabian, Chinese, Continental, South Indian"
18698864,A2B- Adyar Ananda Bhavan,India,Ooty,139,3.4,"South Indian, North Indian"
18698898,Domino's Pizza,India,Ooty,75,3.3,"Pizza, Fast Food"
18698690,Nahar Sidewalk Cafe,India,Ooty,50,3.3,"Cafe, Burger, Pizza"
18698726,Hyderabad Biriyani House,India,Ooty,39,3.3,"Andhra, Biryani"
18699624,Shinkows Chinese Restaurant ,India,Ooty,62,3.2,Chinese
18698924,Hyderabad Biryani House,India,Ooty,61,3.2,"Andhra, Biryani"
18698964,Thalassery Restaurant,India,Ooty,42,3.3,South Indian
18698943,Willy's Coffee Pub,India,Ooty,39,3.3,Cafe
18698658,Place To Bee,India,Ooty,55,3.7,Italian
18698644,Cocoapods,India,Ooty,24,3.3,Cafe
18699681,Darjeeling Spicy Momo,India,Ooty,20,3.4,"Chinese, Tibetan, Momos"
18698833,Pankaj Bhojanalaya,India,Ooty,23,3.3,North Indian
18699247,Dining Room,India,Ooty,8,3.4,"Armenian, Chinese, European, Italian, North Indian, South Indian"
18698916,New Ooty Bakery ,India,Ooty,21,3.3,"Mithai, Bakery, Chinese, Fast Food"
18698797,Hotel Junior Kuppanna,India,Ooty,20,3.3,"Chettinad, South Indian"
18698832,Quality Restaurant,India,Ooty,14,3.2,"Chinese, South Indian, North Indian"
18700259,Thendral Restaurant,India,Ooty,7,3.3,South Indian
18698688,Cliff Top,India,Ooty,10,3.3,"North Indian, South Indian, European"
18698999,Ooty Coffee House ,India,Ooty,14,3.3,South Indian
18848790,The Brew Estate,India,Shimla,148,4.0,"North Indian, Continental"
18703923,Cafe Simla Times,India,Shimla,185,4.1,"Cafe, North Indian, Continental, Beverages, Chinese"
18703946,Cafe Sol,India,Shimla,71,3.6,Cafe
18704132,Indian Coffee House,India,Shimla,66,3.7,"Fast Food, Beverages"
18704176,Hide Out Cafe,India,Shimla,71,3.6,Cafe
18704216,45 The Central,India,Shimla,46,3.6,"North Indian, European, Asian"
18704153,Domino's,India,Shimla,119,3.5,Pizza
18704300,Sher-e-Punjab,India,Shimla,54,3.3,North Indian
18703974,Cafe Under Tree,India,Shimla,44,3.6,Cafe
18704318,Sita Ram & Son ,India,Shimla,56,3.5,Street Food
18704259,Honey Hut,India,Shimla,49,3.6,Cafe
18703932,Eighteen 71,India,Shimla,46,3.6,"Continental, North Indian, Chinese, Bakery, Beverages"
18703939,Embassy The Restaurant,India,Shimla,46,3.0,Cafe
18703966,HPTDC Goofa Ashiana Bar and Restaurant,India,Shimla,38,3.5,Continental
18704355,Gupta Ji Bhojnalya,India,Shimla,47,3.3,"North Indian, Street Food"
18703964,Nalini,India,Shimla,22,3.2,"North Indian, Chinese, South Indian"
18704552,Diamond,India,Shimla,30,3.2,"Mithai, Fast Food"
18704352,China Town Restaurant,India,Shimla,16,3.5,Chinese
18704339,Hotel Combermere,India,Shimla,28,3.6,Cafe
18704457,Singh's Tandoor,India,Shimla,48,3.3,"North Indian, Fast Food"
18784840,The Table By Basant,India,Ludhiana,884,4.4,"North Indian, Pizza, Fast Food, Burger, Sandwich, Rolls"
15401,Natural Soups & Shakes,India,Ludhiana,895,4.5,"Fast Food, Beverages, Street Food"
15221,Basant,India,Ludhiana,1315,4.4,"North Indian, Chinese, South Indian, Fast Food"
18400368,Pirates Of Grill,India,Ludhiana,982,4.9,"North Indian, Mughlai"
15008,Hot Breads,India,Ludhiana,1086,4.4,"Continental, Chinese, Italian, Bakery"
18680874,Natural 2,India,Ludhiana,525,4.3,"Chinese, Burger, Sandwich, Rolls, Momos"
15047,Rishi Vegetarian Dhaba NK,India,Ludhiana,2158,4.2,North Indian
18444271,Hawai Adda,India,Ludhiana,745,4.5,"Chinese, Continental, Indian, North Indian"
15556,New Delhi Chhole Bhature,India,Ludhiana,978,4.0,"North Indian, Street Food"
18728655,Uncle Jack's,India,Ludhiana,703,4.8,"American, Desserts, Beverages"
15239,Basant Restaurant,India,Ludhiana,990,4.1,"North Indian, Chinese, Fast Food"
15101,Bansi Vaishno Dhaba,India,Ludhiana,1813,4.0,North Indian
18586834,Burger King,India,Ludhiana,1283,4.0,"Burger, Fast Food"
15295,Raja Dhaba,India,Ludhiana,1166,4.1,"North Indian, Street Food, Chinese, Burger, Pizza, Biryani, South Indian"
18282260,KFC,India,Ludhiana,1170,4.1,"Burger, Fast Food"
15077,Meshi Vaishnu Dhaba,India,Ludhiana,900,4.0,North Indian
18729016,K Chawla Ice Cream & Sweets,India,Ludhiana,385,4.4,"Mithai, Ice Cream, Chinese, Burger, Sandwich, Pizza, Rolls, Momos"
15488,Shahi Khansama,India,Ludhiana,1298,4.2,"North Indian, Chinese, Fast Food, Rolls"
15127,Vipan Vaishno Dhaba,India,Ludhiana,636,4.1,North Indian
18583331,Gopal Sweets,India,Ludhiana,485,4.3,"Mithai, Fast Food"
2100712,Mocha,India,Guwahati,1069,4.8,"Cafe, Italian"
2101445,The Steaming Mug ,India,Guwahati,542,4.2,Cafe
2100702,Barbeque Nation,India,Guwahati,1795,4.9,"North Indian, Mediterranean"
2100707,KFC,India,Guwahati,459,4.1,"Burger, Fast Food"
2100719,The Corner Cafe,India,Guwahati,682,4.1,"Cafe, Continental, Momos"
18633388,Kalita Cafe,India,Guwahati,294,4.4,"Rolls, Bakery, European"
2100784,11th Avenue Cafe Bistro,India,Guwahati,1049,4.2,"Cafe, American, Italian, Continental"
2100118,The Dhaba,India,Guwahati,645,4.1,"North Indian, Biryani"
2100478,Terra Mayaa Restaurant and Lounge,India,Guwahati,808,4.1,"Continental, Italian, Indian, Asian"
2100821,Raja Mircha,India,Guwahati,576,4.7,"Assamese, Naga"
2100832,Mast Biryani,India,Guwahati,880,4.5,"North Indian, Biryani"
18710093,Fat Belly,India,Guwahati,300,4.3,"Chinese, Thai, Momos"
18801521,Cafe Gram,India,Guwahati,150,4.0,"Chinese, Biryani"
2100644,KFC,India,Guwahati,633,3.8,"Burger, Fast Food"
2100495,Grill Republica,India,Guwahati,503,4.3,"Rolls, Momos, Burger"
2100913,Kalita Spectrum,India,Guwahati,398,4.7,"Chinese, Biryani, Desserts"
2100904,Mughal Garden,India,Guwahati,488,4.4,"Mughlai, North Indian"
18702475,Nanz Cafe,India,Guwahati,247,4.5,"Cafe, Momos"
18381932,The Zouq : Resto-Cafe,India,Guwahati,594,3.8,"Chinese, Cafe, Italian, North Indian"
18480196,Fat Belly,India,Guwahati,781,4.6,"Asian, Chinese, Tibetan, Momos"
2200000,Kesar Da Dhabha,India,Amritsar,2569,4.6,North Indian
2200044,Bharawan Da Dhaba,India,Amritsar,989,4.3,"North Indian, Fast Food"
2200132,Bade Bhai ka Brothers Dhaba,India,Amritsar,1005,4.4,North Indian
2200105,R K Food Plaza,India,Amritsar,504,4.2,"North Indian, Chinese, Fast Food"
2200055,Beera Chicken House,India,Amritsar,876,4.3,North Indian
2200045,The Kulcha Land,India,Amritsar,812,4.5,"North Indian, Street Food"
2200011,Makhan Fish and Chicken Corner,India,Amritsar,867,4.0,"North Indian, Chinese"
2200365,Cafe Connect,India,Amritsar,395,4.1,Fast Food
2200864,Burger King,India,Amritsar,568,4.1,Burger
2200386,Kale Da Dhaba,India,Amritsar,493,4.2,North Indian
2200236,Brothers' Amritsari Dhaba,India,Amritsar,343,4.3,North Indian
2200245,Novelty Sweets,India,Amritsar,345,4.2,Mithai
2200358,Bon Gateau,India,Amritsar,413,4.3,"Cafe, Bakery, Fast Food"
2200314,Domino's Pizza,India,Amritsar,663,3.8,"Pizza, Fast Food"
2200534,Sip n Breww,India,Amritsar,399,3.9,Cafe
2200357,Sanjha Chulha,India,Amritsar,465,4.2,North Indian
2200283,Sakhis Watz Kukin,India,Amritsar,385,4.4,"Chinese, Continental, North Indian, Italian, Mughlai"
2200153,Kanha Sweets,India,Amritsar,451,4.7,Fast Food
2200923,Hungry Pizza,India,Amritsar,294,4.0,"Fast Food, Italian, Pizza"
2200286,Cafe Chokolade,India,Amritsar,301,4.0,"Salad, Cafe, Healthy Food, Fast Food"
2300179,Talk Of The Town,India,Kanpur,604,4.4,Chinese
2300175,Mithas,India,Kanpur,457,4.4,"Mithai, Fast Food, Street Food, South Indian"
2300842,Hot Pizza Ace,India,Kanpur,472,4.0,"Pizza, Fast Food"
18209832,Zyka Restaurant,India,Kanpur,596,4.1,"North Indian, Biryani, Desserts, Fast Food, Pizza"
2300299,Domino's Pizza,India,Kanpur,1000,3.5,"Pizza, Fast Food"
18697142,Facebook Point,India,Kanpur,383,4.0,"Burger, Chinese, North Indian, Rolls"
2300884,Sagar Ratna,India,Kanpur,447,4.3,"South Indian, North Indian, Chinese"
18811222,Chauuan Pandit Paties,India,Kanpur,419,4.5,Fast Food
2300981,Bazooka,India,Kanpur,874,3.9,"Cafe, North Indian, Chinese"
2300729,Juicebox,India,Kanpur,338,4.3,"Beverages, Fast Food"
2300984,Foodoo Pizza,India,Kanpur,399,3.8,"Fast Food, Pizza, Chinese"
2300092,Pandit's,India,Kanpur,321,4.2,"North Indian, Mithai"
2300492,Baba Food Court,India,Kanpur,352,4.1,"Mughlai, Hyderabadi"
2301845,Mi Casa,India,Kanpur,141,4.4,"Continental, Italian, Fast Food, Burger, American, Chinese"
2300502,Silver Spoons,India,Kanpur,422,4.2,"Bakery, Fast Food, Chinese, Continental, Italian, Momos, Pizza"
2300051,Domino's Pizza,India,Kanpur,1090,3.9,"Pizza, Fast Food"
2300050,Baba Biryani,India,Kanpur,422,4.1,"Mughlai, Hyderabadi"
2300549,Mithas,India,Kanpur,337,4.3,"Mithai, Desserts, Fast Food, Street Food"
2300104,Spicy Foods,India,Kanpur,440,4.0,"North Indian, Fast Food"
2300035,KFC,India,Kanpur,611,4.1,"Burger, Fast Food"
2400349,Pizza Hut,India,Allahabad,565,4.0,"Italian, Pizza"
2400358,Domino's Pizza,India,Allahabad,520,3.7,"Pizza, Fast Food"
2400193,Mr. Dewsis,India,Allahabad,485,4.2,"North Indian, Chinese"
2400565,Old School Cafe,India,Allahabad,360,4.4,"Cafe, North Indian, Continental, Chinese, Indian, Thai, Burger"
2400018,El Chico Restaurant,India,Allahabad,506,4.3,"Continental, North Indian, Chinese"
2400394,Well Bean Cafe,India,Allahabad,284,4.4,Cafe
2400269,Hot n Cool,India,Allahabad,236,4.3,"Desserts, Fast Food, Ice Cream"
2400119,KFC,India,Allahabad,431,4.2,"Burger, Fast Food"
18799013,Nainital Momos,India,Allahabad,123,4.1,"Momos, Beverages"
2400009,Sagar Ratna,India,Allahabad,621,4.4,"South Indian, North Indian, Chinese, Continental"
2400014,McDonald's,India,Allahabad,526,4.3,"Burger, Fast Food"
2400356,Domino's Pizza,India,Allahabad,515,3.9,"Pizza, Fast Food"
2400017,Tandoor Restaurant,India,Allahabad,343,2.8,"North Indian, Chinese"
2400019,Bikanerwala,India,Allahabad,224,4.2,"North Indian, Street Food, Fast Food"
18889008,EDEN by Connoisseur,India,Allahabad,95,4.5,"North Indian, Chinese, Continental"
2400403,Pind Balluchi,India,Allahabad,305,4.3,"North Indian, Mughlai"
2400020,Aryan Family's Delight,India,Allahabad,298,4.3,"North Indian, South Indian, Fast Food"
2400533,SCORE - The Games Cafe,India,Allahabad,332,4.5,"Cafe, Desserts, Beverages"
18901221,7th Heaven,India,Allahabad,78,4.0,"Bakery, Italian, Continental, Desserts"
2400390,Haldiram Bhujiawala,India,Allahabad,313,4.1,"North Indian, Fast Food, Street Food, South Indian, Chinese"
2500904,Kef Lounge,India,Aurangabad,256,4.6,"North Indian, Chinese, Thai"
2500672,SNT Tahari House ,India,Aurangabad,379,4.4,Maharashtrian
2500034,Green Leaf,India,Aurangabad,798,4.8,"Chinese, North Indian"
2500969,Mustafa's Dum Biryani,India,Aurangabad,787,3.7,Biryani
2500346,Yalla Yalla,India,Aurangabad,576,4.3,"North Indian, Hyderabadi, Biryani"
2500135,Domino's Pizza,India,Aurangabad,511,2.6,"Pizza, Fast Food"
2500211,Saurabh Restaurant,India,Aurangabad,356,4.7,"North Indian, Mughlai, Biryani, South Indian, Chinese"
2500123,Great Sagar Restaurant,India,Aurangabad,458,4.1,"North Indian, Mughlai, Kebab, Biryani"
2500332,KFC,India,Aurangabad,436,4.3,"Burger, Fast Food"
2500030,Bhoj Restaurant,India,Aurangabad,527,4.6,North Indian
2500654,Sagar Restaurant ,India,Aurangabad,278,4.0,North Indian
2500055,Smile Veg Restaurant,India,Aurangabad,387,4.3,"North Indian, South Indian, Fast Food, Chinese"
2500164,Koyla Dum Biryanis & Kebabs,India,Aurangabad,487,2.7,Biryani
2500353,Pizza Hut,India,Aurangabad,434,4.0,"Pizza, Fast Food"
2500385,Gayatri Mewad,India,Aurangabad,329,4.5,Maharashtrian
2500146,Sai Prasad,India,Aurangabad,350,4.5,"North Indian, Chinese"
2500241,Cone-N-Cakes,India,Aurangabad,263,4.4,"Desserts, Fast Food"
2500052,Ashoka's Veg Restaurant,India,Aurangabad,280,4.0,"South Indian, Chinese, North Indian"
18796129,Shahi Mughal Darbar,India,Aurangabad,225,4.5,"North Indian, Mughlai, Chinese"
2500134,Domino's Pizza,India,Aurangabad,386,3.1,"Pizza, Fast Food"
2600334,Sagar Gaire Fast Food,India,Bhopal,1393,4.5,"North Indian, South Indian, Chinese, Fast Food, Beverages"
2600081,Zam Zam Fast Food,India,Bhopal,1551,4.3,North Indian
2600369,Sagar Gaire Fast Food,India,Bhopal,999,4.5,"Fast Food, Chinese, Beverages"
2600499,Zam Zam Fast Food,India,Bhopal,863,4.1,"North Indian, Mughlai"
2600003,Manohar Dairy And Restaurant,India,Bhopal,753,4.4,"Street Food, South Indian, Fast Food, Desserts, North Indian, Chinese, Bakery, Mithai"
2600109,Sagar Gaire Fast Food,India,Bhopal,2470,4.6,"North Indian, South Indian, Chinese, Fast Food, Beverages"
2600665,Vishnu Chinese Fast Food,India,Bhopal,797,4.3,"North Indian, South Indian, Chinese, Fast Food"
2600321,Sagar Gaire Fast Food,India,Bhopal,755,4.2,"North Indian, South Indian, Chinese, Fast Food, Beverages"
2600051,Al-Beik,India,Bhopal,1017,4.3,Fast Food
18154918,Khan Sahab,India,Bhopal,737,4.2,Mughlai
2601361,Sagar Gaire Fast Food,India,Bhopal,639,4.1,"South Indian, North Indian, Chinese, Fast Food, Beverages"
2600320,Sagar Gaire Fast Food,India,Bhopal,1157,4.4,"North Indian, South Indian, Chinese, Fast Food, Beverages"
18812768,Anni Bhai ki Biryani,India,Bhopal,276,4.5,Biryani
2600047,Bapu Ki Kutia,India,Bhopal,519,3.9,"North Indian, Chinese, South Indian, Fast Food, Street Food"
2601776,Khan Chacha,India,Bhopal,591,4.0,North Indian
18772225,Sagar Gaire Fast Food,India,Bhopal,356,4.1,"Fast Food, Chinese, South Indian, Beverages"
2601248,Sagar Gaire Fast Food,India,Bhopal,496,4.2,"South Indian, North Indian, Chinese, Fast Food, Beverages"
2601595,Sagar Gaire Fast Food,India,Bhopal,386,4.1,"South Indian, North Indian, Chinese, Fast Food, Beverages"
2600913,32 Degree North East,India,Bhopal,308,4.6,North Indian
2600008,Bake N Shake,India,Bhopal,649,4.6,"Bakery, Chinese, Continental, Pizza, Italian, Sandwich, Beverages, Cafe"
2700085,Kaveri - Lalpur,India,Ranchi,809,4.2,"North Indian, Chinese, South Indian, Biryani, Fast Food"
2700048,Domino's Pizza,India,Ranchi,1053,4.1,"Pizza, Fast Food"
2700059,Punjab Sweet House,India,Ranchi,915,4.5,"Mithai, Street Food, Desserts, South Indian, Beverages"
18388053,The Best,India,Ranchi,398,4.3,"North Indian, Pizza, South Indian, Bakery, Fast Food, Sandwich, Burger"
2700606,Second Wife Restaurant,India,Ranchi,381,4.2,"Chinese, Fast Food, Burger"
2700423,Punjabi Kitchen,India,Ranchi,588,4.2,"North Indian, Biryani, Fast Food"
2700336,The Mezbaan,India,Ranchi,616,4.0,"North Indian, Biryani, Chinese, Fast Food"
2700986,Domino's Pizza,India,Ranchi,596,3.7,"Pizza, Fast Food"
2700458,The Breaking Bread,India,Ranchi,395,4.6,"Cafe, Bakery, Italian"
18159977,Hot Lips,India,Ranchi,327,4.2,"North Indian, Chinese, Biryani, Pizza, Street Food, Desserts, Beverages"
2700558,KFC,India,Ranchi,336,4.2,"Burger, Fast Food"
2700489,Jashn,India,Ranchi,370,4.3,"North Indian, Chinese, Fast Food"
2700044,KFC,India,Ranchi,584,4.1,"Burger, Fast Food"
2700024,New Kathi Kabab,India,Ranchi,607,4.1,"North Indian, Chinese, Biryani, Fast Food"
2700047,Domino's Pizza,India,Ranchi,513,3.8,"Pizza, Fast Food"
2700081,Seasons Restaurant,India,Ranchi,457,4.1,"North Indian, Chinese, Fast Food, Biryani, Street Food, Pizza, Desserts, Beverages"
2700696,Kareem's,India,Ranchi,485,4.2,"Biryani, North Indian, Mughlai, Street Food, Desserts"
2700779,Sardar Fast Food Plaza,India,Ranchi,384,3.9,"Chinese, North Indian, Biryani, Fast Food"
2700049,Pizza Hut,India,Ranchi,373,4.2,Pizza
2700011,Seventh Heaven,India,Ranchi,520,4.3,"South Indian, North Indian, Chinese, Pizza, Street Food, Biryani, Burger, Sandwich"
2800993,Zeeshan Restaurant - Apna Hyderabadi Food,India,Vizag,1986,4.3,"Hyderabadi, Mughlai"
2800294,Sri Sairam Parlour,India,Vizag,1377,4.6,"South Indian, North Indian"
2801554,Helapuri Restaurant,India,Vizag,1283,4.1,"Biryani, Chinese, North Indian, South Indian"
2800014,KFC,India,Vizag,1825,4.3,"Burger, Fast Food"
2800096,Kamat Restaurant,India,Vizag,1468,4.4,"Andhra, North Indian, Chinese, Seafood, Biryani"
2801173,Paradise,India,Vizag,1073,3.8,"Biryani, North Indian, Chinese"
2801561,Indian Flavours Restaurant,India,Vizag,672,4.0,"North Indian, Chinese, Biryani, South Indian"
18766029,Helapuri Restaurant,India,Vizag,553,3.8,"Biryani, Chinese, North Indian, South Indian"
2801545,Helapuri Restaurant,India,Vizag,596,4.0,"Biryani, Chinese, North Indian"
2801559,Hotel V Parlour,India,Vizag,593,4.2,"South Indian, North Indian, Chinese"
2800083,My Restaurant,India,Vizag,825,4.2,"Andhra, North Indian, Chinese, Biryani"
2801648,Helapuri Restaurant,India,Vizag,582,3.7,"Biryani, Chinese, North Indian, South Indian"
2800901,Paradise,India,Vizag,1707,3.8,"Biryani, North Indian, Chinese"
2801034,"Fresh Choice- Patisserie, Bakery & Café",India,Vizag,430,4.7,"Bakery, Cafe"
2800790,Hotel Grand Alpha,India,Vizag,1010,2.9,"Biryani, North Indian, Chinese"
2800868,Raju's Kitchen,India,Vizag,544,4.1,"Chinese, North Indian, Fast Food"
2801236,KFC,India,Vizag,1035,4.0,"Burger, Fast Food"
18809359,Helapuri Tiffins,India,Vizag,499,3.8,South Indian
2800114,New Satyam Multicuisine Restaurant & Takeaway,India,Vizag,847,4.0,"North Indian, Chinese, Andhra"
2800903,Mekong - Hotel GreenPark,India,Vizag,635,4.7,"Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese, Momos"
18805782,Chili's Grill & Bar,India,Bhubaneshwar,301,4.9,"Tex-Mex, Fast Food"
2902018,Biryani Bhubaneswar,India,Bhubaneshwar,1393,4.0,Biryani
18991874,Breathe By Biswajit,India,Bhubaneshwar,90,3.8,"North Indian, Chinese, Seafood, Desserts, Beverages"
2901195,BOCCA Cafe,India,Bhubaneshwar,733,4.5,Cafe
2900234,TCD Restaurant & Banquet,India,Bhubaneshwar,872,4.1,"Fast Food, North Indian, Chinese"
2900509,Chandini Food Magic,India,Bhubaneshwar,579,3.2,Fast Food
18237402,Biggies Burger 'n' More,India,Bhubaneshwar,676,4.4,Fast Food
18271459,JUGAAD JN.,India,Bhubaneshwar,1112,4.3,"North Indian, Rajasthani"
2901460,Sher-e-Punjab,India,Bhubaneshwar,659,3.7,"North Indian, Chinese, Mughlai"
18770281,Three Kings,India,Bhubaneshwar,333,4.5,"Arabian, Mughlai, Lebanese"
2900667,Biryani247,India,Bhubaneshwar,1107,3.9,"Biryani, North Indian, Mughlai, Momos"
2900453,KFC,India,Bhubaneshwar,669,4.2,"Burger, Fast Food"
2900474,Narula's Restaurant,India,Bhubaneshwar,931,4.4,"North Indian, Mughlai"
18848926,Moody Blues,India,Bhubaneshwar,324,4.5,"Chinese, Italian, Continental, Mexican, Arabian"
18753913,Biriyani King,India,Bhubaneshwar,559,3.9,Biryani
18285395,Biriyani Box,India,Bhubaneshwar,836,3.9,"Biryani, Hyderabadi, Rolls, Kebab"
2900232,Domino's Pizza,India,Bhubaneshwar,831,4.1,"Pizza, Fast Food"
2900222,KFC,India,Bhubaneshwar,957,4.0,"Burger, Fast Food"
2900793,JUGAAD JN.,India,Bhubaneshwar,499,4.2,Fast Food
2900658,Biggies Burger 'n' More,India,Bhubaneshwar,940,4.7,"Fast Food, Burger"
3000152,Cock Ra Co,India,Coimbatore,489,4.2,"North Indian, Chinese, South Indian"
3000214,Shahi Grill,India,Coimbatore,654,4.1,"Chettinad, North Indian, Chinese"
3001572,The French Door Cafe & Restaurant,India,Coimbatore,429,4.7,"Cafe, Continental, French, North Indian, European"
3002026,The Chocolate Room,India,Coimbatore,356,4.9,"Cafe, Desserts"
3001032,Burger Ka Baap,India,Coimbatore,816,4.9,"Fast Food, Burger"
3002715,Yugo,India,Coimbatore,450,4.3,Cafe
3000107,Haribhavanam,India,Coimbatore,685,4.3,"South Indian, Chettinad, North Indian"
18242351,Eleven 2 Eleven,India,Coimbatore,277,4.1,"Chinese, North Indian, Seafood, South Indian"
3002291,Dindigul Venu Biryani,India,Coimbatore,349,4.0,Biryani
3001315,Hotel Delhi Dharbarr,India,Coimbatore,444,4.0,"South Indian, Chinese, Biryani"
3000048,Barbeque Nation,India,Coimbatore,881,4.8,"North Indian, European, Mediterranean"
3000280,Denmarrk Drive-Inn Restaurant,India,Coimbatore,320,4.1,"North Indian, Chinese"
3000572,Sree Annapoorna Sree Gowrishankar,India,Coimbatore,229,4.4,"South Indian, Chinese, North Indian"
3000014,Sree Annapoorna Sree Gowrishankar,India,Coimbatore,427,4.6,"South Indian, North Indian, Chinese"
18671982,Zucca Pizzeria,India,Coimbatore,374,4.4,"Pizza, Fast Food"
18241403,Vaskas Biriyani,India,Coimbatore,482,3.8,"Biryani, Mughlai"
3000018,Dindigul Venu Biryani,India,Coimbatore,477,4.2,Biryani
3000251,Pizza Hut,India,Coimbatore,331,4.0,Pizza
3002287,The Slave's Restaurant,India,Coimbatore,236,4.2,"South Indian, Italian, American, Salad"
3000811,Shree Anandhaas,India,Coimbatore,239,4.5,"South Indian, North Indian, Chinese"
3100210,Ideal Cafe,India,Mangalore,855,4.6,"Ice Cream, South Indian, Fast Food, Beverages, Desserts"
3100196,Pabbas,India,Mangalore,1819,4.9,"Ice Cream, Desserts, Beverages, Fast Food"
3100302,Machali,India,Mangalore,1197,4.6,"Seafood, Mangalorean, South Indian"
3100753,Bamboo Restaurant,India,Mangalore,537,4.1,"Biryani, North Indian"
18656648,Waffee House,India,Mangalore,408,4.4,"Desserts, Beverages"
3100010,Diesel Cafe,India,Mangalore,543,4.3,"American, Italian, Pizza, Sandwich"
3100448,Spindrift,India,Mangalore,544,4.3,"Continental, Pizza, Italian, Steak, Thai, Finger Food"
3100924,Dinki Dine,India,Mangalore,315,4.2,"North Indian, Chinese, South Indian, Burger, Desserts, Beverages"
3100111,Tandoor,India,Mangalore,207,4.2,"Seafood, Mangalorean, North Indian, South Indian, Biryani"
3100044,Village Restaurant,India,Mangalore,633,4.2,"South Indian, Mangalorean, Arabian, Pizza, Biryani, Chinese, North Indian, Continental"
3100006,Ideal's,India,Mangalore,529,4.5,"Ice Cream, Desserts, Beverages"
3100159,Crave Desserts & Bakes,India,Mangalore,406,4.3,"Desserts, Bakery, Beverages"
3100845,Drnk Lab,India,Mangalore,206,3.9,"Cafe, Burger, Beverages, Fast Food"
3100134,Andhra House,India,Mangalore,300,4.0,"Biryani, Andhra, Chinese"
3100837,Food Junction,India,Mangalore,240,4.1,"Charcoal Chicken, Arabian, Mughlai, Burger, Chinese, North Indian, Beverages, Desserts"
3100169,The Old Prax,India,Mangalore,326,3.9,"Burger, Finger Food, Fast Food"
3100524,Brick House,India,Mangalore,309,4.1,"Continental, Chinese"
3100441,Barbeque Nation,India,Mangalore,1134,4.6,"North Indian, Chinese"
3100016,Royal Darbar,India,Mangalore,253,4.0,"Mughlai, Biryani, North Indian, Desserts, Beverages"
3100013,Hao Ming,India,Mangalore,565,4.0,"Chinese, Momos, Beverages"
18502212,Munchane,India,Vadodara,1502,4.3,"Pizza, Fast Food"
18409523,Jassi De Parathe,India,Vadodara,1664,4.7,North Indian
18767071,Day Night Vada Pav & Dabeli,India,Vadodara,491,4.5,Fast Food
3200244,Tasty Vada Pav,India,Vadodara,398,4.5,Street Food
3201876,Brown Burger Co,India,Vadodara,1043,4.3,"Salad, Healthy Food, Sandwich, Fast Food, Beverages, Burger, Pizza"
3200606,Santushti Shakes & More,India,Vadodara,597,4.5,"Beverages, Desserts"
3200477,Chhappanbhog Restaurant & Banquets,India,Vadodara,1236,3.8,"Gujarati, North Indian"
3200424,Domino's Pizza,India,Vadodara,1068,3.9,"Pizza, Fast Food"
3200981,Burger King,India,Vadodara,1326,4.1,"Burger, Fast Food"
3201787,Saladific,India,Vadodara,755,4.1,"Healthy Food, Salad, Juices, Sandwich, Fast Food"
3201965,Old School Eatery,India,Vadodara,570,4.8,"Fast Food, North Indian"
18461598,Amritsari Kulcha,India,Vadodara,497,4.6,Street Food
3200029,KFC,India,Vadodara,1073,4.2,"Burger, Fast Food"
3201461,Retro Bistro,India,Vadodara,649,4.4,"North Indian, Lebanese, Moroccan, Italian, Chinese, Continental, Mexican"
3200139,Hariyali Restaurant,India,Vadodara,570,4.2,North Indian
3200560,Mr Toasties,India,Vadodara,425,3.9,Fast Food
3200555,Shree Kathiyawadi Khadki,India,Vadodara,460,4.3,"Gujarati, Rajasthani"
3200298,Yo Frankie,India,Vadodara,301,4.3,Fast Food
3200665,Barbeque Nation,India,Vadodara,349,4.7,"Mughlai, North Indian"
3200857,Flavor Restaurant,India,Vadodara,854,4.0,"Gujarati, North Indian"
3300072,Dosa Plaza,India,Nagpur,778,4.0,"Chinese, Fast Food, South Indian"
18706194,Goosebumps,India,Nagpur,711,4.3,"Ice Cream, Bakery, Street Food, Chinese"
3301708,Plan B,India,Nagpur,311,4.5,"Burger, Salad, Sandwich, Fast Food, Beverages"
3300056,Barbecue Restaurant,India,Nagpur,1143,4.8,North Indian
