Event Id,Restaurant Id,Restaurant Name,Photo URL,Event Title,Event Start Date,Event End Date
225765,121425,Super Donuts,https://b.zmtcdn.com/data/zomato_events/photos/064/720c29fe8f576ddd228a383e54ab9064_1528621104.jpg,Dessert Time!!,2018-06-10,2019-06-10
326572,18609823,Falcon Cafe Lounge,https://b.zmtcdn.com/data/zomato_events/photos/a35/68409ad958710695a7ba8494cc53aa35_1552634672.jpg,Rotisserie special roast chicken ,2019-03-15,2019-06-01
337488,130309,Purple Martini,https://b.zmtcdn.com/data/zomato_events/photos/398/e170471e1cbc94495cee183046834398_1554836969.png,Friday Artisans Bazaar with Live Music On SITAR at Purple Martini at Sunset Point,2019-04-12,2019-04-12
337489,130309,Purple Martini,https://b.zmtcdn.com/data/zomato_events/photos/8ff/56f534139c43ade31c6bfbaf909948ff_1554837070.png,SAX Sunsets with Saxophonist David Goren DJ Set By Tashi - I at Purple Martini at Sunset Point,2019-04-13,2019-04-13
337490,130309,Purple Martini,https://b.zmtcdn.com/data/zomato_events/photos/60a/07e8be093e43e8e7558c8c054072c60a_1554837191.png,Shanti Sundays with Saxophonist ARTEMIY at Purple Martini at Sunset Point,2019-04-14,2019-04-14
334112,130535,The Fisherman's Wharf,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-30
334112,18685303,The Fisherman's Wharf,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-30
334112,16541849,The Fisherman's Wharf,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-30
332770,18848790,The Brew Estate,https://b.zmtcdn.com/data/zomato_events/photos/aba/6cac3e7cc218f74f0e851fea4f345aba_1553859765.jpg,IPL Live Streaming,2019-03-29,2019-05-12
330084,3301462,Three Beans,No Photo,IPL Live Screening,2019-03-24,2019-05-19
336304,3301462,Three Beans,No Photo,GOT FINAL SEASON S08E01,2019-04-15,2019-04-15
329596,18623894,Bouffage Cafe & Bistro,No Photo,Sports Unlimited,2019-03-23,2019-07-31
336612,18748677,The Civil Kitchen,No Photo,BUY 1 GET 1,2019-04-08,2019-04-30
336615,18748677,The Civil Kitchen,No Photo,Kitty Party ,2019-04-08,2019-06-30
336285,18795312,Juhi's Kitchen,No Photo,SPECIAL VEGETARIAN DISHES,2019-04-06,2019-04-17
332137,18966639,Fakira,No Photo,Cricket Fever,2019-03-28,2019-05-30
332135,3400326,Tea'se Me - Rooftop Tea Boutique,No Photo,Cricket Fever,2019-03-28,2019-05-30
308544,201693,Dhaba Lane,No Photo,Business Lunch,2019-01-29,2019-04-29
301593,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/2bb/bb1286199eb8c8f77ebf7455a374f2bb_1547986496.jpg,The Huddle Grub Lunch,2019-01-20,2019-05-31
301586,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/9ea/989a476f830eda3ccb3ef261dd72b9ea_1547985842.jpg,Buy 2 Get 1 Free,2019-01-20,2019-05-31
301585,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/3a0/8b9bf892e2ef79f49accd6de9971d3a0_1547985669.jpg,The Happiest Hour,2019-01-21,2019-05-31
301591,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/736/203493c7e850568fee40c1c067a3e736_1547986136.jpg,Meat Me on Monday,2019-01-21,2019-05-31
301888,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/a5e/fd4db2fe7a25d77a7ed9aa887d5bca5e_1548056317.jpg,Late 8,2019-01-21,2019-05-31
301592,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/52c/4cd50e340e5b3c55ca7eb308c6cc752c_1547986414.jpg,Taco Tuesdays,2019-01-22,2019-05-31
301588,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/693/937fd356d2ca17bd783af9e8c08e5693_1547985954.jpg,Huddlelicious Tuesdays,2019-01-22,2019-05-31
301590,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/a21/3c034906d352f6c84607e51c0407ea21_1547986041.jpg,Knock-Out Thursdays,2019-01-24,2019-05-31
316246,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/3f4/55cbf6d07983e2e71099368ff6b8b3f4_1550642061.jpg,The Huddle Bollywood Night,2019-04-26,2019-04-27
316249,203518,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,https://b.zmtcdn.com/data/zomato_events/photos/3f4/55cbf6d07983e2e71099368ff6b8b3f4_1550642162.jpg,The Huddle Bollywood Night,2019-04-26,2019-04-27
337390,18650045,Tamarind Terrace,https://b.zmtcdn.com/data/zomato_events/photos/59a/3b4b84d7f4a09ec3d2819a9d418d359a_1554819420.jpg,Vishu Sadhya,2019-04-15,2019-04-15
335476,209654,Rasoi Ghar,https://b.zmtcdn.com/data/zomato_events/photos/dc5/ddca56001ba4f053eb04378a0b203dc5_1554383144.png,4th Anniversary Celebration!,2019-04-29,2019-05-01
334878,5604236,Malabar Regency,No Photo,Traditional Kerala Style Vishu Sadya,2019-04-15,2019-04-15
308361,18212135,Denny's,https://b.zmtcdn.com/data/zomato_events/photos/7a5/3e7640580c2a0ab05313c29ff28ba7a5_1549347517.jpg,Introducing the Ultimate Shakshouka & The Denny's Bennies,2019-02-05,2019-04-30
241424,5702990,Jazz@PizzaExpress,https://b.zmtcdn.com/data/zomato_events/photos/362/c7569ed593b7d9c87447177d3146b362_1543470109.jpg,2 for 1 Monday’s,2018-08-02,2019-08-12
308928,5702990,Jazz@PizzaExpress,https://b.zmtcdn.com/data/zomato_events/photos/ad5/41d00ff0bf1a6d2c8895f9fd01c22ad5_1549380125.jpg,2 for 1 Brunch - Every Friday,2019-02-05,2019-12-31
335542,5702486,Ghee Rice,No Photo,Vishu Celebration at Ghee Rice,2019-04-14,2019-04-14
252193,18506282,Sibyullee,https://b.zmtcdn.com/data/zomato_events/photos/5c3/96df23d96ea3bf0ddfc7a735bca8e5c3_1548077681.jpg,Unlimited Korean BBQ,2018-09-07,2019-07-31
322902,7003663,Federal Delicatessen,https://b.zmtcdn.com/data/zomato_events/photos/f95/ba06cea0f402142945abc867af12af95_1551919715.jpg,Happier Hour,2019-03-01,2019-04-30
305850,7001670,"Eight - Cordis, Auckland Hotel",https://b.zmtcdn.com/data/zomato_events/photos/c32/6f3e2292cfd37f13698e650113679c32_1548898348.jpg,Smoky Thursdays,2019-03-01,2019-04-30
298162,7001670,"Eight - Cordis, Auckland Hotel",https://b.zmtcdn.com/data/zomato_events/photos/7c7/1e86b395be621acc7140265f19c477c7_1547170215.jpg,Chocolate Tuesdays,2019-04-05,2019-08-21
329300,18981544,Katsu YA,https://b.zmtcdn.com/data/zomato_events/photos/5e5/008e267a3ec8e2ce5a4089f384a275e5_1553233266.jpg,Review us on Zomato,2019-03-22,2019-04-30
329301,18981544,Katsu YA,https://b.zmtcdn.com/data/zomato_events/photos/a9d/cda8bfa14954779305af25631f15da9d_1553233453.jpg,Opening Promo,2019-03-22,2019-04-30
335217,18680113,The Cutt Grill House,https://b.zmtcdn.com/data/zomato_events/photos/9f6/28778b1cc5af30accd9cda640f5bd9f6_1554356002.jpg,Knowledge is power,2019-04-04,2019-06-01
